,Ticker,PnL,ReturnPct,EntryPrice,EntryCommission,EntrySlippage,EntryMarketValue,TotalEntryCost,AuxilaryEntryCost,ExitPrice,ExitCommission,ExitSlippage,ExitMarketValue,TotalExitCost,AuxilaryExitCost,Quantity,EntryTime,ExitTime,Duration,Positions,SignalID
0,SBUX,-657.2148463176858,-0.3541305292761601,185.58548105440883,13.0,42.85481054408757,1842.8548105440882,18.55854810544088,55.85481054408757,119.86399642264026,13.0,-63.360035773596834,1211.6399642264025,11.986399642264026,76.36003577359683,10,2023-01-04,2023-03-14,69,&L:SBUX20240119C115&S:SBUX20240119C120,SBUX20230104LONG
1,BA,-11.226765456511657,-0.027138239574004113,206.84402586057655,2.6,21.088051721153267,411.08805172115314,4.136880517211531,23.68805172115327,201.23064313232072,2.6,-19.938713735358604,405.0612862646414,4.024612862646414,22.538713735358606,2,2023-01-04,2023-09-11,250,&L:BA20240119C220&S:BA20240119C225,BA20230104LONG
2,NVDA,3649.958871426879,1.3101992476214326,198.9860308898547,18.200000000000003,142.60443245796117,2767.604432457966,27.85804432457966,160.80443245796118,459.6973788489175,18.200000000000003,-336.03669611510674,6453.963303884845,64.35763303884845,354.2366961151067,14,2023-01-19,2023-12-20,335,&L:NVDA20240119C205&S:NVDA20240119C210,NVDA20230119LONG
3,NFLX,-568.3599393271894,-0.5942248040243369,159.41215498411268,7.800000000000002,48.67292990467824,948.6729299046762,9.56472929904676,56.472929904678246,64.6854984295811,7.800000000000002,-24.087009422512963,395.9129905774866,3.8811299057748663,31.887009422512964,6,2023-01-24,2023-09-27,246,&L:NFLX20240119C455&S:NFLX20240119C460,NFLX20230124LONG
4,META,900.7240301848811,1.5837379337258413,189.57766749238877,3.900000000000001,32.33300247716673,564.8330024771664,5.687330024771663,36.23300247716673,489.8190108873492,3.900000000000001,-101.64296733795241,1473.3570326620477,14.694570326620477,105.54296733795242,3,2023-01-30,2023-12-21,325,&L:META20240119C165&S:META20240119C170,META20230130LONG
5,AMD,77.43583190318805,0.03719648072481948,173.4837776635831,15.600000000000003,86.20533196299522,2066.2053319629977,20.818053319629975,101.80533196299523,179.93676365551545,15.600000000000003,-135.15883613381448,2174.8411638661855,21.592411638661854,150.75883613381447,12,2023-02-02,2023-09-21,231,&L:AMD20240119C100&S:AMD20240119C105,AMD20230202LONG
6,AAPL,-356.1790464640741,-0.19786484045868766,200.01254146707447,11.700000000000001,100.91287320367019,1788.41287320367,18.0011287320367,112.61287320367019,160.43709185995513,11.700000000000001,-29.366173260403162,1455.6338267395963,14.439338267395962,41.06617326040316,9,2023-02-03,2023-02-27,24,&L:AAPL20240119C170&S:AAPL20240119C175,AAPL20230203LONG
7,AAPL,239.82571926352503,0.17304647330008438,197.9862194488868,9.100000000000001,64.3035361422076,1376.8035361422076,13.859035361422075,73.4035361422076,232.24703648653323,9.100000000000001,-115.17074459426722,1634.8292554057327,16.257292554057326,124.27074459426723,7,2023-03-06,2023-10-26,234,&L:AAPL20240315C170&S:AAPL20240315C175,AAPL20230306LONG
8,SBUX,-278.41718656825776,-0.2290227764984821,202.6124437817673,7.800000000000002,67.87466269060367,1207.8746626906038,12.156746626906038,75.67466269060367,156.20957935372434,7.800000000000002,-29.942523877654104,945.0574761223459,9.37257476122346,37.74252387765411,6,2023-04-19,2023-05-04,15,&L:SBUX20240119C115&S:SBUX20240119C120,SBUX20230418LONG
9,AMZN,469.4611597542855,0.4806796824127378,195.33222515162626,6.5,57.66112575813131,970.1611257581312,9.766611257581312,64.1611257581313,289.22445710248337,6.5,-47.3777144875831,1452.622285512417,14.46122285512417,53.8777144875831,5,2023-04-28,2023-10-26,181,&L:AMZN20240315C135&S:AMZN20240315C145,AMZN20230428LONG
10,TSLA,-346.5948340211045,-0.19493323066307952,197.55757898465882,11.700000000000001,78.81821086193229,1766.3182108619292,17.780182108619293,90.51821086193229,159.04704187120277,11.700000000000001,-41.87662315917402,1443.1233768408247,14.314233768408247,53.57662315917402,9,2023-06-02,2023-10-23,143,&L:TSLA20240621C266.67&S:TSLA20240621C273.33,TSLA20230602LONG
11,COST,3045.3792373819824,2.559191735866857,594.9884869314886,2.6,82.37697386297765,1187.3769738629774,11.899769738629773,84.97697386297764,2117.67810562248,2.6,-292.04378875503846,4237.956211244959,42.353562112449595,294.6437887550385,2,2023-07-03,2023-12-29,179,&L:COST20240621C550&S:COST20240621C560,COST20230703LONG
12,NFLX,241.23521917704352,0.6906870898504469,349.2684642900705,1.3,10.46846429007049,347.9684642900705,3.492684642900705,11.76846429007049,590.503683467114,1.3,-13.196316532887131,591.803683467114,5.90503683467114,14.496316532887132,1,2023-10-20,2023-12-29,70,&L:NFLX20240920C450&S:NFLX20240920C460,NFLX20231020LONG
13,AAPL,707.4810243953548,0.43421106427334627,203.66852741860885,10.4,98.94821934887048,1618.9482193488707,16.293482193488707,109.34821934887049,292.1036554680282,10.4,-188.7707562557747,2347.229243744225,23.368292437442253,199.1707562557747,8,2023-11-03,2023-12-29,56,&L:AAPL20240920C220&S:AAPL20240920C235,AAPL20231103LONG
14,SBUX,-611.4122861511778,-0.5431261725524257,187.6213168166312,7.800000000000002,67.92790089978746,1117.9279008997873,11.257279008997873,75.72790089978746,85.71926912476825,7.800000000000002,-29.884385251390455,522.1156147486095,5.143156147486095,37.68438525139046,6,2023-11-08,2023-12-05,27,&L:SBUX20250117C115&S:SBUX20250117C120,SBUX20231108LONG
15,AMD,858.170960445762,0.41408503594899787,207.24510328633596,13.0,59.45103286335973,2059.4510328633596,20.724510328633595,72.45103286335973,293.06219933091216,13.0,-156.37800669088708,2943.6219933091215,29.306219933091217,169.37800669088708,10,2023-11-09,2023-12-29,50,&L:AMD20240920C120&S:AMD20240920C125,AMD20231109LONG
16,AMZN,11.667876117948424,0.008270946878361553,201.52945846889523,9.100000000000001,36.606209282267166,1401.6062092822667,14.107062092822666,45.70620928226717,203.19629791431643,9.100000000000001,-108.52591459978451,1431.474085400215,14.22374085400215,117.62591459978452,7,2023-11-14,2023-12-29,45,&L:AMZN20240920C160&S:AMZN20240920C165,AMZN20231114LONG
17,TSLA,-147.5538218345689,-0.1059509847164123,198.95159503574828,9.100000000000001,53.561165250239064,1383.5611652502382,13.92661165250238,62.661165250239065,177.87247763080987,9.100000000000001,-75.79265658433,1254.207343415669,12.45107343415669,84.89265658433001,7,2023-11-15,2023-12-29,44,&L:TSLA20240920C270&S:TSLA20240920C275,TSLA20231115LONG
18,BA,177.2912115298643,0.6838685695063343,259.2474920405333,1.3,5.447492040533453,257.9474920405333,2.592474920405333,6.747492040533452,436.5387035703976,1.3,-27.161296429602277,437.83870357039757,4.365387035703976,28.461296429602278,1,2023-11-24,2023-12-29,35,&L:BA20250117C270&S:BA20250117C280,BA20231124LONG
19,NVDA,231.39425842477704,0.03948710947642351,279.04737411287664,27.3,162.69485637041754,5832.694856370408,58.59994856370409,189.99485637041755,290.0661483235803,27.3,-443.81088520481234,6118.689114795187,60.91389114795187,471.11088520481235,21,2023-12-20,2023-12-29,9,&L:NVDA20241220C590&S:NVDA20241220C600,NVDA20230119LONG
20,META,-193.4991047172016,-0.12790155931789127,189.10940741178902,10.4,82.47525929431899,1502.475259294312,15.12875259294312,92.875259294319,164.92201932213882,10.4,-90.22384542288258,1329.7761545771107,13.193761545771107,100.62384542288258,8,2023-12-21,2023-12-29,8,&L:META20250117C400&S:META20250117C405,META20230130LONG
